Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber;id
Faure       ;Élodie    ;female;47;12/18/1976;157;96.4;64700;72 avenue Voltaire           ;MAISONS-ALFORT      ;504.033.470;32020
Lavallée    ;Julie     ;female;65;8/8/1958;164;90;38100;57 avenue Ferdinand de Lessep;GRENOBLE            ;423.009.807;32021
Pellerin    ;Logistilla;female;50;1/29/1974;159;99.1;95200;65 rue des six frères Ruellan;SARCELLES           ;119.737.021;32022
Pouliotte   ;Francis   ;male  ;77;1/29/1947;183;59.2;59120;87 Rue Hubert de Lisle       ;LOOS                ;329.534.637;32023
Charette    ;Alita     ;female;23;1/18/2001;162;73.6;75003;86 rue Nationale             ;PARIS               ;186.467.500;32024
Goddu       ;Millard   ;male  ;69;9/3/1954;163;65.8;44230;14 rue des six frères Ruellan;SAINT-SÉBASTIEN-SUR-;279.151.413;32025
Quenneville ;Arridano  ;male  ;61;3/29/1963;177;86.3;59500;54 rue des lieutemants Thomaz;DOUAI               ;364.630.076;32026
Beausoleil  ;Ormazd    ;female;79;12/31/1944;169;76.6;75013;21 rue La Boétie             ;PARIS               ;167.833.587;32027
Deblois     ;Clémence  ;female;20;5/23/2003;164;69.7;76000;28 rue de l'Epeule           ;ROUEN               ;256.027.997;32028
Routhier    ;Dreux     ;male  ;84;8/21/1939;166;74.5;45400;35 rue Charles Corbeau       ;FLEURY-LES-AUBRAIS  ;224.124.244;32029
Duhamel     ;Mandel    ;male  ;64;8/12/1959;169;63.5;13003;48 rue Beauvau               ;MARSEILLE           ;406.651.403;32030
Bilodeau    ;Avelaine  ;female;36;1/29/1988;166;92.5;94130;81 boulevard de Prague       ;NOGENT-SUR-MARNE    ;172.109.657;32031
Batard      ;Madelene  ;female;25;7/8/1998;163;58.4;94350;68 rue Marguerite            ;VILLIERS-SUR-MARNE  ;141.280.216;32032
Léveillé    ;Malagigi  ;male  ;62;4/6/1962;184;64.5;93270;67 avenue de Bouvines        ;SEVRAN              ;109.947.113;32033
Lachance    ;Amorette  ;female;73;1/3/1951;155;84.6;33500;10 rue du Paillle en queue   ;LIBOURNE            ;527.018.282;32034
Trépanier   ;Aubrey    ;female;49;2/5/1975;163;50.6;18100;37 Place du Jeu de Paume     ;VIERZON             ;252.900.004;32035
Thibodeau   ;Grégoire  ;male  ;72;4/21/1952;167;75.7;77176;38 rue du Président Roosevelt;SAVIGNY-LE-TEMPLE   ;155.632.825;32036
Forest      ;Vignette  ;female;64;3/6/1960;166;91.8;49300;76 rue Ernest Renan          ;CHOLET              ;263.192.298;32037
Boisclair   ;Eloise    ;female;34;6/27/1989;167;83.3;34300;88 rue Gontier-Patin         ;AGDE                ;418.668.584;32038
Brochu      ;Fitz      ;male  ;21;3/11/2003;180;78.2;33600;96 rue Clement Marot         ;PESSAC              ;524.417.387;32039
Louineaux   ;Richard   ;male  ;62;1/3/1962;180;85.4;29900;81 rue Victor Hugo           ;CONCARNEAU          ;292.444.573;32040
Boivin      ;Melusina  ;female;54;6/23/1969;159;52.4;2200;85 avenue Jules Ferry        ;SOISSONS            ;303.703.432;32041
Plaisance   ;Sylvie    ;female;22;12/4/2001;162;98.3;83600;1 rue Isambard               ;FRÉJUS              ;468.723.386;32042
Plante      ;Peppin    ;male  ;38;3/17/1986;175;107;94170;62 rue Goya                  ;LE PERREUX-SUR-MARNE;136.158.069;32043
Deserres    ;Monique   ;female;25;8/31/1998;165;95.2;95110;69 rue des six frères Ruellan;SANNOIS             ;176.766.223;32044
Desnoyer    ;Ferrau    ;male  ;44;9/13/1979;172;104.6;92360;93 Rue St Ferréol            ;MEUDON-LA-FORÊT     ;182.714.893;32045
Francoeur   ;Maurelle  ;female;35;11/24/1988;173;62;94320;13 rue du Faubourg National  ;THIAIS              ;160.783.519;32046
Saurel      ;Channing  ;male  ;45;1/23/1979;174;90.2;76120;15 boulevard Aristide Briand ;LE GRAND-QUEVILLY   ;288.001.753;32047
Marier      ;Timothée  ;male  ;38;6/16/1985;172;80.4;77380;10 Place de la Gare          ;COMBS-LA-VILLE      ;128.181.931;32048
Duperré     ;Valérie   ;female;39;8/9/1984;161;77.7;92230;48 rue Saint Germain         ;GENNEVILLIERS       ;112.317.197;32049
Coulombe    ;Heloise   ;female;45;2/6/1979;157;89.2;78700;54 rue Victor Hugo           ;CONFLANS-SAINTE-HONO;187.738.210;32050
Mailly      ;Maureen   ;female;26;1/4/1998;175;84.8;26000;64 avenue de Provence        ;VALENCE             ;478.087.630;32051
Dionne      ;Delphine  ;female;19;9/21/2004;152;45.2;3100;38 Avenue des Pr'es          ;MONTLUÇON           ;454.300.575;32052
Chouinard   ;Falerina  ;female;57;2/16/1967;168;68;62400;19 rue Marie de Médicis      ;BÉTHUNE             ;330.199.134;32053
Aubin       ;Melisande ;female;42;8/30/1981;162;79.2;34000;73 Avenue des Pr'es          ;MONTPELLIER         ;408.572.190;32054
Bolduc      ;Scoville  ;male  ;59;9/12/1964;178;86.7;38200;67 Place du Jeu de Paume     ;VIENNE              ;461.750.831;32055
Begin       ;Sylvie    ;female;47;4/24/1977;162;58.3;6200;94 rue des Chaligny          ;NICE                ;411.504.842;32056
Lapointe    ;Eglantine ;female;83;4/25/1941;159;93.2;17300;23 rue de Groussay           ;ROCHEFORT           ;503.562.537;32057
Saindon     ;Matilda   ;female;63;10/17/1960;164;98.6;68200;59 rue des Coudriers         ;MULHOUSE            ;328.808.972;32058
Cantin      ;Musette   ;female;45;11/17/1978;163;71.2;95600;61 Avenue Millies Lacroix    ;EAUBONNE            ;104.550.621;32059
Compagnon   ;Trinette  ;female;84;9/5/1939;164;76.9;38200;66 Place du Jeu de Paume     ;VIENNE              ;478.089.174;32060
Landry      ;Rémy      ;male  ;27;10/19/1996;187;109;91130;71 rue Gustave Eiffel        ;RIS-ORANGIS         ;129.126.550;32061
Laramée     ;Xarles    ;male  ;45;6/7/1978;172;72.5;91800;75 rue Grande Fusterie       ;BRUNOY              ;155.900.998;32062
Chartré     ;Nouel     ;male  ;53;1/20/1971;169;100;67100;61 rue Descartes             ;STRASBOURG          ;365.900.605;32063
Corbin      ;Percy     ;male  ;41;1/1/1983;187;65.8;94220;4 place Maurice-Charretier   ;CHARENTON-LE-PONT   ;114.396.555;32064
Clément     ;Desire    ;male  ;29;4/1/1995;176;61.7;94220;69 place Maurice-Charretier  ;CHARENTON-LE-PONT   ;188.490.587;32065
Faubert     ;Arienne   ;female;78;3/2/1946;163;102.5;95160;50 Avenue des Pr'es          ;MONTMORENCY         ;154.719.260;32066
Harquin     ;Felicien  ;male  ;44;6/25/1979;179;91.9;37100;83 quai Saint-Nicolas        ;TOURS               ;284.107.557;32067
Trottier    ;Louise    ;female;75;9/17/1948;161;63.7;61000;59 Chemin des Bateliers      ;ALENÇON             ;291.388.575;32068
Picard      ;Alain     ;male  ;32;2/6/1992;186;98.6;51200;81 Rue du Palais             ;ÉPERNAY             ;354.677.707;32069
Breton      ;Bevis     ;male  ;79;8/10/1944;167;83.7;92250;64 rue de l'Aigle            ;LA GARENNE-COLOMBES ;165.769.916;32070
Mailhot     ;Aymon     ;male  ;72;4/30/1952;170;99.6;93270;65 avenue de Bouvines        ;SEVRAN              ;195.493.576;32071
Pinneau     ;Claudette ;female;25;1/26/1999;158;81.1;82000;52 rue Bonneterie            ;MONTAUBAN           ;585.085.859;32072
Laberge     ;Tristan   ;male  ;59;1/15/1965;171;75.9;49100;62 Chemin Des Bateliers      ;ANGERS              ;294.447.268;32073
Desnoyer    ;Amélie    ;female;35;12/4/1988;155;50.3;59110;79 rue de l'Aigle            ;LA MADELEINE        ;336.949.441;32074
Martel      ;Gaetane   ;female;76;9/6/1947;165;92.5;44100;54 place Stanislas           ;NANTES              ;231.573.644;32075
Jetté       ;Angelique ;female;51;9/17/1972;162;69.4;15000;72 rue Sadi Carnot           ;AURILLAC            ;471.272.665;32076
Lizotte     ;Hilaire   ;female;23;11/19/2000;171;46.3;71200;79 boulevard Aristide Briand ;LE CREUSOT          ;373.186.821;32077
Lereau      ;Ignace    ;male  ;85;6/5/1938;175;73.1;69600;28 boulevard Amiral Courbet  ;OULLINS             ;443.950.329;32078
Pellerin    ;Delphine  ;female;66;5/19/1957;169;98.1;78100;48 rue du Château            ;SAINT-GERMAIN-EN-LAY;152.105.688;32079
Leduc       ;Aymon     ;male  ;74;10/18/1949;182;101.2;94230;40 Chemin Du Lavarin Sud     ;CACHAN              ;141.082.978;32080
Bourassa    ;Colette   ;female;43;8/1/1980;161;93.7;78370;94 rue de la Boétie          ;PLAISIR             ;154.346.391;32081
Parizeau    ;Daniel    ;male  ;63;4/26/1961;177;70;33000;78 avenue de l'Amandier      ;BORDEAUX            ;537.884.629;32082
Goulet      ;Constance ;female;85;12/12/1938;164;48.2;92230;2 rue Saint Germain          ;GENNEVILLIERS       ;146.545.499;32083
Bossé       ;Christian ;male  ;81;1/28/1943;179;60.4;75116;72 Faubourg Saint Honoré     ;PARIS               ;147.684.146;32084
Labossière  ;Talbot    ;male  ;64;4/12/1960;171;109;51200;93 Rue du Palais             ;ÉPERNAY             ;322.806.174;32085
Barrientos  ;Eugène    ;male  ;35;4/24/1989;173;81;6100;19 rue des Chaligny          ;NICE                ;492.048.838;32086
Dupéré      ;Ninette   ;female;43;12/17/1980;157;81.1;83000;1 rue du Fossé des Tanneurs  ;TOULON              ;491.228.344;32087
Deschênes   ;Olympia   ;female;62;9/13/1961;153;86.3;14000;40 Chemin Du Lavarin Sud     ;CAEN                ;270.310.779;32088
Renaud      ;Océane    ;female;62;2/20/1962;153;51.3;97232;90 rue Michel Ange           ;LE LAMENTIN         ;569.659.232;32089
Beaulac     ;Pryor     ;male  ;29;2/23/1995;178;66.1;92170;49 boulevard d'Alsace        ;VANVES              ;146.359.508;32090
Charrette   ;Vignette  ;female;73;6/7/1950;166;79.7;78500;31 rue du Président Roosevelt;SARTROUVILLE        ;177.088.026;32091
Perillard   ;Marine    ;female;22;9/4/2001;157;62.9;58000;53 rue des Chaligny          ;NEVERS              ;360.406.786;32092
Goddu       ;Gano      ;male  ;71;3/19/1953;164;101.3;63000;61 Rue de Strasbourg         ;CLERMONT-FERRAND    ;490.396.886;32093
Chassé      ;Alexis    ;male  ;28;5/15/1996;178;79;91200;17 rue de Lille              ;ATHIS-MONS          ;170.045.908;32094
Courtois    ;Nicolas   ;male  ;82;12/2/1941;170;99.7;34090;17 rue de la Mare aux Carats ;MONTPELLIER         ;418.914.046;32095
Morneau     ;Isaac     ;male  ;54;1/27/1970;180;66.2;47000;28 rue Gontier-Patin         ;AGEN                ;588.937.357;32096
Girard      ;Thierry   ;male  ;69;11/16/1954;182;95.4;95120;36 Rue du Palais             ;ERMONT              ;170.658.681;32097
Lussier     ;Arno      ;male  ;85;1/2/1939;165;99.1;45000;12 Rue Roussy                ;ORLÉANS             ;297.869.076;32098
Desnoyers   ;Comforte  ;female;78;12/25/1945;163;80.6;69500;92 rue Grande Fusterie       ;BRON                ;416.895.171;32099
Labonté     ;Patrick   ;male  ;24;4/9/2000;175;96.6;31500;80 quai Saint-Nicolas        ;TOULOUSE            ;502.030.418;32100
Labonté     ;Thiery    ;male  ;32;8/19/1991;169;103.7;59370;35 rue Bonneterie            ;MONS-EN-BAROEUL     ;351.223.480;32101
Pitre       ;Henry     ;male  ;58;9/24/1965;182;89.2;31500;51 quai Saint-Nicolas        ;TOULOUSE            ;544.505.839;32102
Lachance    ;Sabine    ;female;49;5/9/1975;153;77.8;6150;53 Rue Marie De Médicis      ;CANNES-LA-BOCCA     ;450.956.134;32103
Labrecque   ;Valiant   ;male  ;35;12/26/1988;190;76.7;91300;36 Quai des Belges           ;MASSY               ;168.564.285;32104
Gauvin      ;Aubine    ;female;70;12/21/1953;162;81.2;76120;86 boulevard Aristide Briand ;LE GRAND-QUEVILLY   ;259.808.094;32105
Cailot      ;Stéphane  ;male  ;78;11/21/1945;164;91.6;94310;79 boulevard Amiral Courbet  ;ORLY                ;141.099.915;32106
Mainville   ;Leone     ;female;53;5/20/1970;160;67.9;6000;23 rue des Chaligny          ;NICE                ;419.962.143;32107
Auger       ;Henry     ;male  ;32;3/10/1992;179;105.7;93270;80 avenue de Bouvines        ;SEVRAN              ;126.802.154;32108
Cloutier    ;Carolos   ;male  ;70;10/23/1953;165;83.4;92390;77 place de Miremont         ;VILLENEUVE-LA-GARENN;149.635.740;32109
Larocque    ;Gifford   ;male  ;21;12/18/2002;187;81.7;76100;19 rue de l'Epeule           ;ROUEN               ;269.737.355;32110
Langelier   ;Christiane;female;65;12/16/1958;160;58.5;21200;89 Rue du Limas              ;BEAUNE              ;313.733.384;32111
Leroy       ;Jeannine  ;female;61;2/18/1963;152;60.3;13010;64 cours Franklin Roosevelt  ;MARSEILLE           ;417.117.021;32112
Hétu        ;Melusina  ;female;82;11/14/1941;168;60.7;75001;50 Square de la Couronne     ;PARIS               ;106.522.727;32113
Villeneuve  ;Frédéric  ;male  ;24;7/10/1999;190;88.1;94230;54 Chemin Du Lavarin Sud     ;CACHAN              ;161.062.680;32114
Beaudouin   ;Davet     ;male  ;64;5/19/1959;181;107.5;91000;26 rue Gustave Eiffel        ;RIS-ORANGIS         ;148.805.852;32115
Chrétien    ;Yvon      ;male  ;56;10/11/1967;179;66.7;94190;64 place de Miremont         ;VILLENEUVE-SAINT-GEO;198.777.303;32116
Bordeaux    ;Arnaud    ;male  ;59;11/3/1964;175;81.5;69100;61 rue Marguerite            ;VILLEURBANNE        ;445.252.381;32117
Marquis     ;Dominique ;female;64;8/12/1959;159;80.7;69600;5 boulevard Amiral Courbet   ;OULLINS             ;492.835.241;32118
Clavet      ;Robinette ;female;81;3/12/1943;150;91.7;84100;4 Rue Roussy                 ;ORANGE              ;405.907.893;32119
Pinette     ;Vick      ;male  ;41;3/4/1983;189;87.4;13009;35 cours Franklin Roosevelt  ;MARSEILLE           ;448.108.026;32120
Desjardins  ;Huette    ;female;39;1/22/1985;171;69.6;69006;19 rue Banaudon              ;LYON                ;453.004.124;32121
Gosselin    ;Chappell  ;male  ;20;7/26/2003;172;58.9;6000;65 rue des Chaligny          ;NICE                ;452.937.530;32122
Pariseau    ;Gifford   ;male  ;45;5/26/1978;174;108.8;93500;46 Square de la Couronne     ;PANTIN              ;115.987.420;32123
Legault     ;Mercer    ;male  ;50;7/7/1973;175;101.3;97160;11 rue Goya                  ;LE MOULE            ;500.971.081;32124
Laforge     ;Normand   ;male  ;79;9/13/1944;180;62;97419;23 rue de l'Aigle            ;LA POSSESSION       ;258.022.577;32125
Sicard      ;Marsilius ;male  ;63;3/6/1961;176;80.7;91330;14 Rue Bonnet                ;YERRES              ;192.216.189;32126
Angélil     ;Anne      ;female;63;8/21/1960;170;71.2;52000;21 rue Ernest Renan          ;CHAUMONT            ;355.096.847;32127
Barteaux    ;Zurie     ;female;32;3/17/1992;171;82.1;69008;13 rue Banaudon              ;LYON                ;415.333.837;32128
Bordeaux    ;Mandel    ;male  ;20;7/5/2003;178;66.6;97230;37 rue Sébastopol            ;SAINTE-MARIE        ;592.560.195;32129
Fremont     ;Paul      ;male  ;72;1/20/1952;167;92.6;17000;34 rue de l'Aigle            ;LA ROCHELLE         ;583.507.220;32130
Sansouci    ;Brier     ;female;52;12/17/1971;174;88.6;69330;52 Rue St Ferréol            ;MEYZIEU             ;414.763.522;32131
Deserres    ;Constance ;female;63;4/29/1961;157;99.2;92320;81 rue du Gue Jacquet        ;CHÂTILLON           ;151.232.195;32132
Trudeau     ;Richard   ;male  ;82;9/21/1941;181;69.1;97110;44 rue de la Boétie          ;POINTE-À-PITRE      ;532.205.872;32133
Chassé      ;André     ;male  ;37;12/4/1986;176;93;25000;27 rue Jean Vilar            ;BESANÇON            ;386.292.781;32134
Ducharme    ;Ferragus  ;male  ;63;9/29/1960;184;89.8;59493;64 Place Charles de Gaulle   ;VILLENEUVE-D'ASCQ   ;321.399.110;32135
Quirion     ;Minette   ;female;61;11/21/1962;153;68.6;35400;21 rue des Dunes             ;SAINT-MALO          ;259.679.280;32136
Duclos      ;Jolie     ;female;82;4/8/1942;168;60.3;91350;28 Avenue des Tuileries      ;GRIGNY              ;149.092.136;32137
Ferland     ;Ila       ;female;60;4/2/1964;159;52.8;59200;70 quai Saint-Nicolas        ;TOURCOING           ;370.129.420;32138
Déziel      ;Xarles    ;male  ;23;8/11/2000;179;84.7;92600;27 rue de Lille              ;ASNIÈRES-SUR-SEINE  ;175.542.069;32139
Chastain    ;Frédéric  ;male  ;63;10/21/1960;173;63.1;68100;75 rue des Coudriers         ;MULHOUSE            ;392.879.245;32140
Fouquet     ;William   ;male  ;74;8/7/1949;166;84.2;38600;49 Boulevard de Normandie    ;FONTAINE            ;490.870.838;32141
Gagnon      ;Odette    ;female;42;1/26/1982;166;59.5;27000;12 rue Charles Corbeau       ;ÉVREUX              ;246.281.236;32142
Poulin      ;Hugh      ;male  ;67;7/22/1956;181;67.4;70000;14 Rue Frédéric Chopin       ;VESOUL              ;305.038.929;32143
Vaillancourt;Francis   ;male  ;76;10/24/1947;167;76.1;67100;10 rue Descartes             ;STRASBOURG          ;349.033.487;32144
Fouquet     ;Bernard   ;male  ;28;3/5/1996;188;69.5;29200;5 rue Petite Fusterie        ;BREST               ;261.849.355;32145
Bonnet      ;Alacoque  ;female;24;7/25/1999;160;63.3;75012;47 Place de la Madeleine     ;PARIS               ;108.442.008;32146
Monrency    ;Ernest    ;male  ;83;3/14/1941;169;94.8;33800;92 cours Jean Jaures         ;BORDEAUX            ;582.015.258;32147
Gervais     ;Burnell   ;male  ;49;3/16/1975;172;112.4;13007;79 cours Franklin Roosevelt  ;MARSEILLE           ;476.567.517;32148
Bourgouin   ;Chappell  ;male  ;34;1/18/1990;177;82.5;78100;55 rue du Château            ;SAINT-GERMAIN-EN-LAY;175.534.202;32149
Durepos     ;Searlait  ;female;47;6/16/1976;159;97.6;62400;78 rue Marie de Médicis      ;BÉTHUNE             ;303.232.764;32150
Côté        ;Roland    ;male  ;30;12/7/1993;183;101.9;59493;60 Place Charles de Gaulle   ;VILLENEUVE-D'ASCQ   ;326.576.673;32151
Langelier   ;Ernest    ;male  ;69;5/28/1954;179;64.9;81000;84 Chemin des Bateliers      ;ALBI                ;526.950.371;32152
Blanchard   ;Zacharie  ;male  ;39;7/24/1984;188;68.6;52100;80 rue Pierre Motte          ;SAINT-DIZIER        ;380.325.437;32153
Grenier     ;Delphine  ;female;75;10/31/1948;162;54.9;93260;91 rue du Général Ailleret   ;LES LILAS           ;126.649.063;32154
Gadbois     ;Etoile    ;female;68;5/13/1956;167;97.3;34090;60 rue de la Mare aux Carats ;MONTPELLIER         ;433.648.240;32155
Therrien    ;Sumner    ;male  ;26;1/18/1998;190;92.1;4100;3 Rue de la Pompe            ;MANOSQUE            ;452.281.274;32156
Monrency    ;Mayhew    ;male  ;33;5/12/1991;174;77.9;49100;24 Chemin Des Bateliers      ;ANGERS              ;289.098.309;32157
Parmentier  ;Xarles    ;male  ;51;11/3/1972;179;96.8;97110;71 rue de la Boétie          ;POINTE-À-PITRE      ;599.036.337;32158
Poisson     ;Fabrice   ;male  ;74;11/26/1949;172;67.8;62100;16 Chemin Du Lavarin Sud     ;CALAIS              ;316.389.248;32159
Aupry       ;Agathe    ;female;31;7/25/1992;170;53.6;93200;21 rue des Nations Unies     ;SAINT-DENIS         ;114.034.438;32160
Mercure     ;Avenall   ;male  ;82;10/1/1941;164;95.9;71000;55 avenue Voltaire           ;MÂCON               ;397.728.039;32161
Demers      ;Durandana ;female;20;12/25/2003;156;61.7;93290;20 avenue Jean Portalis      ;TREMBLAY-EN-FRANCE  ;179.287.089;32162
Pouliotte   ;Aceline   ;female;37;7/3/1986;159;99.5;97420;58 rue Adolphe Wurtz         ;LE PORT             ;216.706.406;32163
Senneville  ;Laurene   ;female;31;6/21/1992;165;85.6;77270;36 place de Miremont         ;VILLEPARISIS        ;184.803.101;32164
Goddu       ;Robert    ;male  ;48;10/7/1975;171;72.3;31300;69 rue Pierre De Coubertin   ;TOULOUSE            ;543.444.724;32165
Dodier      ;Gill      ;male  ;45;1/12/1979;187;86.2;4100;66 Rue de la Pompe           ;MANOSQUE            ;456.931.171;32166
Goulet      ;Somer     ;male  ;40;8/30/1983;184;85.4;92600;92 rue de Lille              ;ASNIÈRES-SUR-SEINE  ;182.672.468;32167
Bolduc      ;Marshall  ;male  ;36;12/31/1987;171;99.4;77380;87 Place de la Gare          ;COMBS-LA-VILLE      ;183.792.399;32168
Lapointe    ;Aya       ;female;65;10/9/1958;152;56.6;95500;24 rue Jean-Monnet           ;GONESSE             ;138.915.910;32169
Cantin      ;Ninette   ;female;25;10/2/1998;169;60.9;78800;77 rue des Lacs              ;HOUILLES            ;138.305.128;32170
Dastous     ;Bernard   ;male  ;71;6/13/1952;172;67.7;97600;71 Rue de la Pompe           ;MAMOUDZOU           ;217.304.397;32171
Mousseau    ;Virginie  ;female;21;10/29/2002;167;53;78100;77 rue du Château            ;SAINT-GERMAIN-EN-LAY;193.659.076;32172
Guédry      ;Romaine   ;female;57;7/10/1966;156;80.1;56000;59 avenue de Provence        ;VANNES              ;289.553.820;32173
Adler       ;Dixie     ;female;58;10/21/1965;172;53.4;71100;33 boulevard Albin Durand    ;CHALON-SUR-SAÔNE    ;353.336.206;32174
Chaloux     ;Denise    ;female;54;1/24/1970;153;78.4;91130;55 rue Gustave Eiffel        ;RIS-ORANGIS         ;165.911.224;32175
Chalut      ;Nadine    ;female;76;3/15/1948;160;84.3;9000;42 rue Charles Corbeau       ;FOIX                ;511.955.032;32176
Auclair     ;Geneviève ;female;30;4/17/1994;163;73.2;93220;91 rue Saint Germain         ;GAGNY               ;191.762.243;32177
Levasseur   ;Montague  ;male  ;34;4/14/1990;171;88.6;5000;12 rue Saint Germain         ;GAP                 ;437.517.239;32178
Doyon       ;Alfred    ;male  ;66;10/14/1957;175;74.4;91100;28 rue Victor Hugo           ;CORBEIL-ESSONNES    ;182.844.884;32179
Richard     ;Christian ;male  ;83;1/27/1941;169;79.7;75017;72 rue La Boétie             ;PARIS               ;162.947.531;32180
Ouellet     ;Arnaud    ;male  ;32;12/15/1991;177;106.9;14100;3 rue Léon Dierx             ;LISIEUX             ;294.613.979;32181
René        ;Apolline  ;female;26;9/1/1997;168;66.7;97420;39 rue Adolphe Wurtz         ;LE PORT             ;249.038.967;32182
Bellemare   ;Jeanette  ;female;29;3/27/1995;160;75.6;75007;6 rue Nationale              ;PARIS               ;105.790.545;32183
Faubert     ;Octave    ;male  ;64;11/8/1959;171;77.2;78140;42 boulevard d'Alsace        ;VÉLIZY-VILLACOUBLAY ;137.062.861;32184
Laramée     ;Christelle;female;77;2/22/1947;154;75.5;80000;29 rue de Geneve             ;AMIENS              ;382.012.243;32185
Pitre       ;Vaden     ;male  ;83;5/9/1941;174;64;13009;26 cours Franklin Roosevelt  ;MARSEILLE           ;437.848.497;32186
St-Pierre   ;Mariette  ;female;65;7/26/1958;167;80.9;97480;17 rue du Château            ;SAINT-JOSEPH        ;260.237.915;32187
Trépanier   ;Javier    ;male  ;84;2/14/1940;166;102.3;6160;9 rue des Soeurs             ;JUAN-LES-PINS       ;412.269.856;32188
Breton      ;Liane     ;female;46;8/27/1977;158;101.2;57158;99 Avenue des Pr'es          ;MONTIGNY-LÈS-METZ   ;302.011.443;32189
Quirion     ;Marmion   ;male  ;40;8/19/1983;175;99;3200;57 Rue Frédéric Chopin       ;VICHY               ;417.618.132;32190
Grenier     ;Anne      ;female;35;9/7/1988;165;84.5;93110;18 rue de Groussay           ;ROSNY-SOUS-BOIS     ;102.814.364;32191
Guérette    ;Desire    ;male  ;39;1/18/1985;170;104.1;33200;41 cours Jean Jaures         ;BORDEAUX            ;525.802.079;32192
Deblois     ;Antoinette;female;61;7/7/1962;168;66.8;83000;81 rue du Fossé des Tanneurs ;TOULON              ;481.268.574;32193
Sacré       ;Charmaine ;female;41;9/15/1982;154;67.2;94210;9 rue du Clair Bocage        ;LA VARENNE-SAINT-HIL;128.113.931;32194
Gamelin     ;Jules     ;male  ;25;4/24/1999;178;96.4;69200;79 boulevard d'Alsace        ;VÉNISSIEUX          ;434.802.537;32195
Varieur     ;Leala     ;female;69;9/4/1954;170;81.4;97110;18 rue de la Boétie          ;POINTE-À-PITRE      ;577.539.674;32196
Houle       ;Senapus   ;male  ;73;11/20/1950;182;70.5;30900;67 boulevard de Prague       ;NÎMES               ;407.530.471;32197
Blondlot    ;Aymon     ;male  ;31;4/16/1993;179;112.2;44200;85 rue de Raymond Poincaré   ;NANTES              ;265.625.679;32198
Ailleboust  ;Millard   ;male  ;48;1/9/1976;173;108.9;33170;68 avenue Ferdinand de Lessep;GRADIGNAN           ;594.793.234;32199
Belisle     ;Josephe   ;female;74;11/23/1949;151;63;95870;57 rue Marie de Médicis      ;BEZONS              ;110.350.527;32200
Lamarre     ;Arnaude   ;female;26;4/30/1998;168;99.3;62800;47 Chemin Challet            ;LIÉVIN              ;319.162.355;32201
Harquin     ;Marie     ;female;30;12/29/1993;160;51.4;33700;88 rue Reine Elisabeth       ;MÉRIGNAC            ;581.514.056;32202
Giroux      ;Noelle    ;female;32;8/7/1991;154;73;53000;47 Place Napoléon            ;LAVAL               ;263.033.657;32203
Lévesque    ;Jérôme    ;male  ;25;7/31/1998;187;90.3;94400;67 Rue Bonnet                ;VITRY-SUR-SEINE     ;167.100.256;32204
Moreau      ;Sumner    ;male  ;75;9/2/1948;168;67.9;57070;57 Rue St Ferréol            ;METZ                ;307.695.908;32205
Perreault   ;Ruby      ;female;55;4/5/1969;162;97.9;16000;98 Chemin Des Bateliers      ;ANGOULÊME           ;575.988.463;32206
Thériault   ;Troy      ;male  ;63;4/24/1961;185;100.1;92000;76 place Stanislas           ;NANTERRE            ;126.176.663;32207
Barrientos  ;Amaury    ;male  ;50;2/14/1974;177;72.1;92310;12 avenue Jules Ferry        ;SÈVRES              ;121.065.333;32208
Quinn       ;Chantal   ;female;51;5/17/1972;154;81.3;45100;18 boulevard Amiral Courbet  ;ORLÉANS             ;247.246.996;32209
Lagrange    ;Byron     ;male  ;49;5/22/1974;187;96.8;31700;32 rue Marie de Médicis      ;BLAGNAC             ;597.913.282;32210
Fournier    ;Liane     ;female;34;2/3/1990;171;77.9;2000;75 Place Napoléon            ;LAON                ;330.275.701;32211
Boivin      ;Hilaire   ;female;37;7/17/1986;169;72.7;71300;31 Rue de Verdun             ;MONTCEAU-LES-MINES  ;365.563.384;32212
Lachapelle  ;Zacharie  ;male  ;57;8/5/1966;187;109.3;3200;13 Rue Frédéric Chopin       ;VICHY               ;482.634.902;32213
Dumoulin    ;Esperanza ;female;53;6/14/1970;167;92.4;97231;72 rue Adolphe Wurtz         ;LE ROBERT           ;582.628.755;32214
Devost      ;Alexandrie;female;22;6/8/2001;156;50.3;77500;47 rue Ernest Renan          ;CHELLES             ;155.600.835;32215
LaGrande    ;Océane    ;female;29;1/28/1995;158;96.9;74200;77 rue du Fossé des Tanneurs ;THONON-LES-BAINS    ;406.377.416;32216
Beauchamps  ;Josette   ;female;61;11/7/1962;155;71.1;54300;63 rue de la République      ;LUNÉVILLE           ;337.728.733;32217
Poulin      ;Camille   ;female;78;5/14/1946;162;54.7;84000;78 Rue Joseph Vernet         ;AVIGNON             ;458.412.269;32218
Forest      ;Natalie   ;female;51;10/6/1972;168;99.7;94400;7 Rue Bonnet                 ;VITRY-SUR-SEINE     ;112.718.118;32219
Neufville   ;Heloise   ;female;72;2/13/1952;151;89.3;93140;95 avenue de l'Amandier      ;BONDY               ;155.998.478;32220
DeGrasse    ;Charles   ;male  ;72;8/3/1951;174;101.1;69005;7 rue Banaudon               ;LYON                ;413.686.068;32221
