Surname;GivenName;Gender;Age;Birthday;Centimeters;Kilograms;ZipCode;StreetAddress;City;TelephoneNumber;id
Perrault    ;Merle     ;male  ;75;4/15/1949;181;67.8;83160;26 rue du Clair Bocage       ;LA VALETTE-DU-VAR   ;431.277.333;6771
Chastain    ;Pascal    ;male  ;83;12/26/1940;183;66.1;78700;11 rue Victor Hugo           ;CONFLANS-SAINTE-HONO;129.053.846;6772
Doyon       ;Fantina   ;female;34;7/17/1989;166;57.6;91190;5 rue Saint Germain          ;GIF-SUR-YVETTE      ;132.043.432;6773
Hétu        ;Agate     ;female;73;12/8/1950;154;64.9;69500;92 rue Grande Fusterie       ;BRON                ;468.094.308;6774
Tremblay    ;Patience  ;female;22;11/1/2001;164;81.4;68000;59 Place de la Gare          ;COLMAR              ;391.479.030;6775
Roy         ;Auriville ;male  ;50;9/13/1973;179;99.1;72100;32 rue Goya                  ;LE MANS             ;240.183.655;6776
Margand     ;Jeanette  ;female;23;12/27/2000;169;65.8;34200;85 avenue de Bouvines        ;SÈTE                ;497.041.423;6777
Carrière    ;Magnolia  ;female;74;2/18/1950;154;66.8;7000;67 rue de Penthièvre         ;PRIVAS              ;474.440.803;6778
Gervais     ;Dixie     ;female;32;12/9/1991;161;88.7;77100;4 Quai des Belges            ;MEAUX               ;169.921.453;6779
Lamothe     ;Arlette   ;female;61;2/21/1963;168;91.8;93150;10 Place Napoléon            ;LE BLANC-MESNIL     ;133.503.665;6780
Boisclair   ;Huon      ;male  ;29;11/11/1994;189;88.4;59140;80 rue Cazade                ;DUNKERQUE           ;370.798.819;6781
Nadeau      ;Gemma     ;female;57;9/7/1966;155;58.4;88000;60 Rue du Palais             ;ÉPINAL              ;397.281.046;6782
Desrosiers  ;Logistilla;female;26;6/15/1997;166;59.6;76130;40 rue des Coudriers         ;MONT-SAINT-AIGNAN   ;225.355.531;6783
Gendron     ;Nanna     ;female;33;9/9/1990;163;77.3;91600;97 rue du Président Roosevelt;SAVIGNY-SUR-ORGE    ;136.402.382;6784
Turgeon     ;Louis     ;male  ;39;4/29/1985;185;64.4;73000;86 boulevard Albin Durand    ;CHAMBÉRY            ;439.060.586;6785
Benjamin    ;Parfait   ;male  ;53;11/11/1970;173;75.9;64700;23 avenue Voltaire           ;MAISONS-ALFORT      ;579.056.186;6786
Couturier   ;Gill      ;male  ;68;10/13/1955;178;76.4;75020;60 Faubourg Saint Honoré     ;PARIS               ;101.491.135;6787
Thériault   ;Granville ;male  ;38;11/14/1985;170;74.9;33200;94 cours Jean Jaures         ;BORDEAUX            ;529.378.341;6788
Bourget     ;Fabrice   ;male  ;69;11/4/1954;182;106.2;35200;29 rue Lenotre               ;RENNES              ;220.688.115;6789
LaGarde     ;Searlait  ;female;51;5/26/1972;153;74.1;13014;6 boulevard de la Liberation ;MARSEILLE           ;461.941.709;6790
Busque      ;Algernon  ;male  ;76;6/24/1947;177;103;79000;89 boulevard de Prague       ;NIORT               ;521.095.879;6791
Chicoine    ;Desire    ;male  ;60;12/18/1963;174;113.2;33140;8 Place Charles de Gaulle    ;VILLENAVE-D'ORNON   ;557.953.895;6792
Daigle      ;Ray       ;male  ;42;1/25/1982;168;64.8;93210;81 rue de l'Aigle            ;LA PLAINE-SAINT-DENI;159.285.686;6793
Brisette    ;Babette   ;female;66;3/28/1958;167;78.7;44200;48 rue de Raymond Poincaré   ;NANTES              ;296.141.528;6794
Mazuret     ;Lucas     ;male  ;63;8/6/1960;177;65.6;69001;11 rue de la République      ;LYON                ;453.999.981;6795
Desilets    ;Stéphane  ;male  ;76;2/23/1948;162;77.8;56000;13 avenue de Provence        ;VANNES              ;257.650.486;6796
Primeau     ;Didiane   ;female;65;7/30/1958;158;71.8;67500;40 Avenue des Tuileries      ;HAGUENAU            ;363.113.577;6797
Chevrette   ;Aiglentina;female;54;2/17/1970;156;56.3;49000;56 Chemin Des Bateliers      ;ANGERS              ;233.549.784;6798
Ruel        ;Allyriane ;female;70;7/5/1953;155;85.7;97110;41 rue de la Boétie          ;POINTE-À-PITRE      ;554.552.024;6799
Corbin      ;Brier     ;female;36;8/4/1987;174;54.8;83130;74 rue des Soeurs            ;LA GARDE            ;418.118.662;6800
Marcoux     ;Fanchon   ;female;79;6/27/1944;164;84.9;47300;19 place de Miremont         ;VILLENEUVE-SUR-LOT  ;525.112.404;6801
Drouin      ;Emmeline  ;female;28;6/26/1995;166;53.7;84200;54 rue Porte d'Orange        ;CARPENTRAS          ;480.816.647;6802
Mailhot     ;Eugenia   ;female;81;1/27/1943;156;88.4;59370;55 rue Bonneterie            ;MONS-EN-BAROEUL     ;331.075.383;6803
Laramée     ;Arnaud    ;male  ;83;4/16/1941;181;99.8;41000;93 avenue de l'Amandier      ;BLOIS               ;256.778.753;6804
Mercier     ;Tabor     ;male  ;81;6/7/1942;173;73;37300;43 route de Lyon             ;JOUÉ-LÈS-TOURS      ;258.375.678;6805
Corbeil     ;Rémy      ;male  ;83;9/27/1940;180;88.3;74000;75 Chemin Des Bateliers      ;ANNECY              ;449.038.476;6806
Riel        ;Cloridan  ;male  ;48;7/15/1975;185;74.7;35200;76 rue Lenotre               ;RENNES              ;234.966.434;6807
Lécuyer     ;Germaine  ;female;67;6/2/1956;158;64;35000;61 rue Lenotre               ;RENNES              ;232.513.959;6808
Deniger     ;Guy       ;male  ;65;9/27/1958;172;72.8;77200;52 rue du Fossé des Tanneurs ;TORCY               ;144.927.286;6809
Henrichon   ;Cammile   ;female;65;11/17/1958;160;90.3;44300;13 rue de Raymond Poincaré   ;NANTES              ;249.760.552;6810
Bordeaux    ;Dorene    ;female;45;2/6/1979;174;102.9;77330;87 Square de la Couronne     ;OZOIR-LA-FERRIÈRE   ;157.079.923;6811
Rouleau     ;Marsilius ;male  ;55;2/8/1969;187;74.3;42400;5 rue des Nations Unies      ;SAINT-CHAMOND       ;418.024.081;6812
Blanchard   ;Joseph    ;male  ;37;8/1/1986;172;65.9;33600;43 rue Clement Marot         ;PESSAC              ;582.428.581;6813
Du Trieux   ;Sophie    ;female;41;3/29/1983;156;59.9;69003;74 rue de la République      ;LYON                ;417.215.563;6814
Massé       ;Germaine  ;female;36;8/3/1987;172;94.3;92290;79 rue du Gue Jacquet        ;CHÂTENAY-MALABRY    ;107.094.597;6815
Grandpré    ;Adrienne  ;female;64;12/25/1959;164;70.9;77100;65 Quai des Belges           ;MEAUX               ;141.097.454;6816
Bélair      ;Noémi     ;female;39;11/25/1984;159;55.6;69300;57 Rue Marie De Médicis      ;CALUIRE-ET-CUIRE    ;459.369.898;6817
Beaudoin    ;Matthieu  ;male  ;22;9/16/2001;170;95.5;93170;27 Rue Joseph Vernet         ;BAGNOLET            ;175.782.123;6818
Lacharité   ;Magnolia  ;female;34;3/4/1990;160;70.3;97460;42 rue Gouin de Beauchesne   ;SAINT-PAUL          ;246.902.148;6819
Ailleboust  ;Hedvige   ;female;75;12/9/1948;151;79.7;52100;53 rue Pierre Motte          ;SAINT-DIZIER        ;322.619.137;6820
Gour        ;Royden    ;male  ;62;1/20/1962;180;79.9;3100;45 Avenue des Pr'es          ;MONTLUÇON           ;432.858.627;6821
Drouin      ;Granville ;male  ;68;9/24/1955;185;96;95190;62 rue Jean-Monnet           ;GOUSSAINVILLE       ;100.378.770;6822
Routhier    ;Holly     ;female;77;12/31/1946;169;95.3;97600;33 Rue de la Pompe           ;MAMOUDZOU           ;277.046.064;6823
Lazure      ;Kerman    ;male  ;53;10/17/1970;183;65.4;64100;96 Rue du Limas              ;BAYONNE             ;597.885.754;6824
Duffet      ;Juliette  ;female;39;7/2/1984;154;55.1;39000;71 Rue Hubert de Lisle       ;LONS-LE-SAUNIER     ;338.619.896;6825
Sansouci    ;Alexandrin;female;46;9/16/1977;170;90.4;84300;67 rue Porte d'Orange        ;CAVAILLON           ;475.215.378;6826
Chnadonnet  ;Mireille  ;female;73;2/13/1951;164;96.9;61000;32 Chemin des Bateliers      ;ALENÇON             ;203.254.367;6827
Caya        ;Leverett  ;male  ;64;10/30/1959;173;88.5;6220;47 avenue de Provence        ;VALLAURIS           ;406.972.771;6828
Boisclair   ;Pinabel   ;male  ;80;11/5/1943;171;92.7;13600;95 rue des Soeurs            ;LA CIOTAT           ;489.185.433;6829
Durand      ;Roux      ;female;36;7/8/1987;154;80.5;33130;74 rue Jean Vilar            ;BÈGLES              ;567.563.715;6830
Roussel     ;Adélaïde  ;female;48;3/23/1976;164;77;69007;45 rue Banaudon              ;LYON                ;472.204.746;6831
Barrientos  ;Sophie    ;female;44;4/24/1980;162;98.4;69300;86 Rue Marie De Médicis      ;CALUIRE-ET-CUIRE    ;466.141.126;6832
Lebrun      ;Amitee    ;female;59;12/24/1964;165;96.9;75011;27 Place de la Madeleine     ;PARIS               ;118.763.983;6833
Pinette     ;Fleur     ;female;77;6/12/1946;157;55.4;31400;44 rue Pierre De Coubertin   ;TOULOUSE            ;589.311.136;6834
Langelier   ;Alexandre ;male  ;37;3/3/1987;171;90.1;78370;99 rue de la Boétie          ;PLAISIR             ;101.095.480;6835
Boutot      ;Gilbert   ;male  ;76;8/31/1947;165;91.4;22000;67 rue des Nations Unies     ;SAINT-BRIEUC        ;298.958.454;6836
Charpie     ;Bartlett  ;male  ;58;5/13/1966;182;68.9;97450;54 avenue du Marechal Juin   ;SAINT-LOUIS         ;265.089.994;6837
Deserres    ;Orlene    ;female;56;5/12/1968;152;79.3;77420;20 place Maurice-Charretier  ;CHAMPS-SUR-MARNE    ;118.458.142;6838
Desforges   ;Guillaume ;male  ;62;5/3/1962;182;76.4;92130;40 route de Lyon             ;ISSY-LES-MOULINEAUX ;122.777.912;6839
Richer      ;Aubrette  ;female;43;7/14/1980;164;93.6;59210;45 rue Victor Hugo           ;COUDEKERQUE-BRANCHE ;387.581.683;6840
Roy         ;Halette   ;female;71;2/17/1953;168;83.6;78000;30 Rue Frédéric Chopin       ;VERSAILLES          ;130.842.587;6841
L'Hiver     ;Aubert    ;male  ;25;8/19/1998;190;107;91170;96 rue Marguerite            ;VIRY-CHÂTILLON      ;122.138.740;6842
Aupry       ;Georges   ;male  ;56;10/19/1967;175;64.4;93260;32 rue du Général Ailleret   ;LES LILAS           ;113.193.600;6843
Simard      ;Louis     ;male  ;32;8/4/1991;187;96.3;75003;83 rue Nationale             ;PARIS               ;125.236.875;6844
Guimond     ;Telford   ;male  ;77;8/15/1946;178;95;14000;52 Chemin Du Lavarin Sud     ;CAEN                ;239.967.742;6845
Reault      ;Julien    ;male  ;69;9/30/1954;177;106.9;69004;80 rue de la République      ;LYON                ;427.383.063;6846
Charlesbois ;Rive      ;female;47;4/16/1977;167;75.6;13015;59 boulevard de la Liberation;MARSEILLE           ;422.169.906;6847
Guilmette   ;Margaux   ;female;56;5/17/1967;155;78.1;90000;90 rue Jean Vilar            ;BELFORT             ;358.469.355;6848
Saucier     ;Matthieu  ;male  ;23;5/28/2000;178;61.7;78700;3 rue Victor Hugo            ;CONFLANS-SAINTE-HONO;151.456.760;6849
LeBatelier  ;Honoré    ;male  ;52;9/29/1971;168;104.6;77340;6 rue de la Boétie           ;PONTAULT-COMBAULT   ;172.947.989;6850
Leclair     ;Millicent ;female;69;5/20/1954;156;87.3;93160;7 boulevard de Prague        ;NOISY-LE-GRAND      ;177.517.139;6851
Trudeau     ;Leroy     ;male  ;31;3/10/1993;169;109.1;62200;18 rue Petite Fusterie       ;BOULOGNE-SUR-MER    ;325.744.331;6852
Bordeleau   ;Pénélope  ;female;57;10/24/1966;159;56;92260;41 Boulevard de Normandie    ;FONTENAY-AUX-ROSES  ;171.121.038;6853
Trépanier   ;Sophie    ;female;81;3/27/1943;170;64.2;78000;85 Rue Frédéric Chopin       ;VERSAILLES          ;184.648.372;6854
Labrie      ;Amaury    ;male  ;80;5/30/1943;162;69;49100;23 Chemin Des Bateliers      ;ANGERS              ;278.354.318;6855
Huard       ;Bernard   ;male  ;50;5/12/1974;169;100;6500;72 rue Reine Elisabeth       ;MENTON              ;495.045.529;6856
Devost      ;Aubin     ;male  ;51;12/28/1972;171;105.9;59300;12 avenue de Provence        ;VALENCIENNES        ;343.513.224;6857
Faubert     ;Gaspar    ;male  ;75;7/5/1948;168;102;95870;18 rue Marie de Médicis      ;BEZONS              ;103.415.745;6858
Plouffe     ;Azura     ;female;85;6/19/1938;154;51.5;69006;27 rue Banaudon              ;LYON                ;489.369.575;6859
Salmons     ;Cheney    ;male  ;57;11/27/1966;170;70.5;59220;16 Cours Marechal-Joffre     ;DENAIN              ;377.375.646;6860
Bisaillon   ;Felicien  ;male  ;50;4/25/1974;167;82;69001;89 rue de la République      ;LYON                ;453.234.120;6861
Bernier     ;Hugh      ;male  ;64;8/9/1959;167;111;57600;95 Boulevard de Normandie    ;FORBACH             ;394.830.131;6862
Compagnon   ;Karlotta  ;female;34;4/30/1990;172;53.9;83200;89 rue du Fossé des Tanneurs ;TOULON              ;457.191.443;6863
Mathieu     ;Gano      ;male  ;57;8/10/1966;170;92.1;10000;90 avenue Jean Portalis      ;TROYES              ;309.684.610;6864
Riel        ;Belle     ;female;59;12/16/1964;166;99.3;31170;40 quai Saint-Nicolas        ;TOURNEFEUILLE       ;531.651.617;6865
Bouchard    ;Pascal    ;male  ;51;12/16/1972;175;67;42300;67 rue Gustave Eiffel        ;ROANNE              ;471.408.693;6866
Lacombe     ;Honoré    ;male  ;76;9/12/1947;163;63;97438;62 rue Sébastopol            ;SAINTE-MARIE        ;525.545.065;6867
Chastain    ;Burrell   ;male  ;42;7/30/1981;182;115;69002;91 rue de la République      ;LYON                ;403.802.767;6868
Routhier    ;Frontino  ;male  ;32;12/21/1991;180;93.9;38400;51 rue des Dunes             ;SAINT-MARTIN-D'HÈRES;478.215.744;6869
Desrosiers  ;Zerbino   ;male  ;72;1/3/1952;168;77.2;54100;6 place Stanislas            ;NANCY               ;319.911.913;6870
Quessy      ;Royale    ;female;79;11/5/1944;164;71.2;35400;28 rue des Dunes             ;SAINT-MALO          ;209.924.730;6871
Marcheterre ;Carine    ;female;48;12/14/1975;162;101;76000;39 rue de l'Epeule           ;ROUEN               ;218.634.617;6872
De La Vergne;Seymour   ;male  ;29;2/16/1995;179;108.9;38600;67 Boulevard de Normandie    ;FONTAINE            ;445.542.904;6873
Bisaillon   ;Mariette  ;female;79;3/19/1945;165;56.6;94320;60 rue du Faubourg National  ;THIAIS              ;193.227.754;6874
Thibodeau   ;Laurene   ;female;39;3/24/1985;169;69.2;80090;62 rue de Geneve             ;AMIENS              ;351.610.466;6875
Therrien    ;Victorine ;female;55;7/31/1968;172;73.8;67000;57 rue Descartes             ;STRASBOURG          ;377.930.884;6876
Daigneault  ;Perrin    ;male  ;22;9/18/2001;169;68.2;97438;27 rue Sébastopol            ;SAINTE-MARIE        ;500.209.497;6877
Chevrette   ;Etoile    ;female;38;7/1/1985;168;63.5;45160;94 Rue Roussy                ;OLIVET              ;248.826.752;6878
Durepos     ;Susanne   ;female;65;3/12/1959;155;61.4;75014;60 rue La Boétie             ;PARIS               ;140.741.389;6879
Bienvenue   ;Alexandrie;female;76;7/23/1947;157;50.2;59491;58 Place Charles de Gaulle   ;VILLENEUVE-D'ASCQ   ;334.838.655;6880
Lereau      ;Cher      ;female;69;7/14/1954;163;90.6;69300;88 Rue Marie De Médicis      ;CALUIRE-ET-CUIRE    ;457.785.889;6881
Potvin      ;Dixie     ;female;84;7/12/1939;164;79.6;95100;1 Avenue De Marlioz          ;ARGENTEUIL          ;139.723.264;6882
Bousquet    ;Leone     ;female;63;2/3/1961;164;99.3;42400;4 rue des Nations Unies      ;SAINT-CHAMOND       ;411.401.087;6883
LaGarde     ;Amedee    ;female;73;2/9/1951;155;64;82000;47 rue Bonneterie            ;MONTAUBAN           ;597.911.964;6884
Mazuret     ;Gill      ;male  ;25;4/21/1999;170;66.2;4100;18 Rue de la Pompe           ;MANOSQUE            ;466.324.053;6885
Blondlot    ;Patience  ;female;27;11/15/1996;163;74.4;30900;72 boulevard de Prague       ;NÎMES               ;415.161.722;6886
Lavallée    ;Varden    ;male  ;55;8/10/1968;174;84.4;92150;24 rue Descartes             ;SURESNES            ;163.557.647;6887
Gingras     ;Arno      ;male  ;43;3/5/1981;183;110.3;13600;41 rue des Soeurs            ;LA CIOTAT           ;422.454.388;6888
Deblois     ;Patricia  ;female;63;11/30/1960;152;89.6;97600;72 Rue de la Pompe           ;MAMOUDZOU           ;218.006.983;6889
Beaudouin   ;Sidney    ;male  ;67;1/4/1957;172;82.2;95500;12 rue Jean-Monnet           ;GONESSE             ;168.059.250;6890
Faubert     ;Clementine;female;19;12/2/2004;166;47;33500;27 rue du Paillle en queue   ;LIBOURNE            ;508.427.770;6891
Simon       ;Edmee     ;female;53;1/31/1971;153;58.4;97460;10 rue Gouin de Beauchesne   ;SAINT-PAUL          ;241.097.531;6892
Maheu       ;Charlot   ;male  ;53;4/28/1971;188;107.1;46000;37 Chemin Du Lavarin Sud     ;CAHORS              ;588.070.862;6893
Chouinard   ;Pascaline ;female;24;5/29/1999;167;81.1;69004;80 rue de la République      ;LYON                ;416.156.067;6894
Jobin       ;Ophelia   ;female;47;1/9/1977;159;75.8;80080;4 rue de Geneve              ;AMIENS              ;343.813.900;6895
Grondin     ;Dominique ;male  ;39;4/7/1985;176;88.8;16000;36 Chemin Des Bateliers      ;ANGOULÊME           ;508.543.185;6896
Laforge     ;Eliot     ;male  ;63;12/14/1960;178;93.8;95000;45 boulevard Albin Durand    ;CERGY               ;199.935.867;6897
Savard      ;Margaux   ;female;44;2/17/1980;165;78.4;93290;12 avenue Jean Portalis      ;TREMBLAY-EN-FRANCE  ;180.915.960;6898
Marcheterre ;Slainie   ;female;47;3/10/1977;160;51.1;13013;57 boulevard de la Liberation;MARSEILLE           ;495.817.762;6899
Beaudoin    ;Kerman    ;male  ;46;1/22/1978;172;93.4;59240;89 rue Cazade                ;DUNKERQUE           ;393.499.123;6900
Gougeon     ;Aimée     ;female;35;12/28/1988;173;61.1;92000;16 place Stanislas           ;NANTERRE            ;195.600.326;6901
Fresne      ;Platt     ;male  ;22;5/2/2002;170;103;30000;62 boulevard de Prague       ;NÎMES               ;433.910.125;6902
Grivois     ;Rive      ;female;75;3/7/1949;171;88.3;13127;5 Rue Bonnet                 ;VITROLLES           ;481.307.776;6903
Deschamps   ;Éléonore  ;female;26;5/1/1998;157;99.1;38300;74 rue Petite Fusterie       ;BOURGOIN-JALLIEU    ;425.034.808;6904
Mousseau    ;Brice     ;male  ;75;9/5/1948;168;68;83000;13 rue du Fossé des Tanneurs ;TOULON              ;494.283.670;6905
Bousquet    ;Archard   ;male  ;33;2/4/1991;176;106.4;64700;59 avenue Voltaire           ;MAISONS-ALFORT      ;563.282.766;6906
Sabourin    ;Beaufort  ;male  ;82;12/8/1941;179;97.6;37100;50 quai Saint-Nicolas        ;TOURS               ;215.291.011;6907
Salois      ;Elita     ;female;79;10/30/1944;154;99.7;50000;75 avenue du Marechal Juin   ;SAINT-LÔ            ;258.973.843;6908
Beaudouin   ;Lucas     ;male  ;78;6/17/1945;167;81.7;92400;9 boulevard Bryas            ;COURBEVOIE          ;183.862.920;6909
Paradis     ;Benjamin  ;male  ;78;10/4/1945;178;67.1;59100;67 rue de l'Epeule           ;ROUBAIX             ;399.864.949;6910
Martel      ;Geneviève ;female;47;6/29/1976;156;75.9;77200;69 rue du Fossé des Tanneurs ;TORCY               ;100.326.698;6911
Lanctot     ;Damiane   ;female;30;4/2/1994;165;62.6;74000;40 Chemin Des Bateliers      ;ANNECY              ;453.267.207;6912
Sarrazin    ;Jessamine ;female;29;2/7/1995;156;52.6;77350;52 rue Goya                  ;LE MÉE-SUR-SEINE    ;111.872.690;6913
Pépin       ;Lance     ;male  ;69;5/5/1955;163;82.5;83130;87 rue des Soeurs            ;LA GARDE            ;499.829.337;6914
Racine      ;Elita     ;female;76;9/16/1947;168;107.4;45100;78 boulevard Amiral Courbet  ;ORLÉANS             ;298.937.424;6915
Berger      ;Leone     ;female;43;8/20/1980;161;63.8;75020;1 Faubourg Saint Honoré      ;PARIS               ;194.849.895;6916
Ruel        ;Thérèse   ;female;84;2/8/1940;160;86;94230;72 Chemin Du Lavarin Sud     ;CACHAN              ;151.537.564;6917
Guernon     ;Sabine    ;female;38;7/10/1985;173;64.4;30000;94 boulevard de Prague       ;NÎMES               ;476.257.614;6918
Trépanier   ;Xavierre  ;female;27;12/14/1996;154;92.4;13127;91 Rue Bonnet                ;VITROLLES           ;443.032.565;6919
L'Hiver     ;Campbell  ;male  ;51;1/27/1973;184;79.2;94350;96 rue Marguerite            ;VILLIERS-SUR-MARNE  ;169.016.663;6920
Ruel        ;Cendrillon;female;71;12/16/1952;161;52.6;75015;57 rue La Boétie             ;PARIS               ;171.982.990;6921
Artois      ;Laure     ;female;56;3/25/1968;156;87.8;93100;36 rue de la Mare aux Carats ;MONTREUIL           ;192.389.847;6922
Lacasse     ;Rémy      ;male  ;44;3/8/1980;175;71.5;20600;76 Rue du Limas              ;BASTIA              ;424.608.074;6923
Lang        ;Martin    ;male  ;52;11/9/1971;168;91.3;88000;78 Rue du Palais             ;ÉPINAL              ;343.293.913;6924
Ducharme    ;Monique   ;female;61;2/16/1963;160;76.3;85000;74 rue du Clair Bocage       ;LA ROCHE-SUR-YON    ;250.049.697;6925
Bernier     ;Artus     ;male  ;39;1/15/1985;177;87.4;97470;4 rue des Nations Unies      ;SAINT-BENOÎT        ;265.351.249;6926
Brunault    ;Pénélope  ;female;21;1/19/2003;170;76.3;69500;89 rue Grande Fusterie       ;BRON                ;416.141.198;6927
Latourelle  ;Kerman    ;male  ;76;9/17/1947;171;99.8;94500;39 place Maurice-Charretier  ;CHAMPIGNY-SUR-MARNE ;159.353.451;6928
Lépicier    ;Joanna    ;female;79;11/9/1944;152;100.1;75005;10 rue Nationale             ;PARIS               ;102.304.868;6929
Fecteau     ;Grégoire  ;male  ;61;7/13/1962;167;70.8;76120;98 boulevard Aristide Briand ;LE GRAND-QUEVILLY   ;278.366.194;6930
Audet       ;Garland   ;male  ;57;3/1/1967;172;72.3;97100;87 Rue du Limas              ;BASSE-TERRE         ;590.750.720;6931
Dubois      ;Guerin    ;male  ;24;12/26/1999;186;89.2;76130;38 rue des Coudriers         ;MONT-SAINT-AIGNAN   ;245.662.662;6932
Lapierre    ;Vallis    ;male  ;35;7/31/1988;182;91.6;17000;14 rue de l'Aigle            ;LA ROCHELLE         ;593.995.382;6933
Pellerin    ;Tyson     ;male  ;83;8/20/1940;177;79.3;29200;79 rue Petite Fusterie       ;BREST               ;285.828.701;6934
Lanoie      ;Fiacre    ;male  ;29;6/7/1994;174;60.8;92000;73 place Stanislas           ;NANTERRE            ;176.513.357;6935
Royer       ;Falerina  ;female;31;8/22/1992;158;64.4;92390;33 place de Miremont         ;VILLENEUVE-LA-GARENN;103.558.080;6936
Dufresne    ;Seymour   ;male  ;44;4/25/1980;177;98.3;13002;76 rue Beauvau               ;MARSEILLE           ;413.194.100;6937
Beaudry     ;Platt     ;male  ;71;4/30/1953;178;103.7;87100;29 Chemin Challet            ;LIMOGES             ;585.422.834;6938
Despins     ;Mallory   ;male  ;28;12/17/1995;173;109.8;66000;95 rue Clement Marot         ;PERPIGNAN           ;473.307.990;6939
Garreau     ;Gaspar    ;male  ;80;6/22/1943;169;65.9;62400;87 rue Marie de Médicis      ;BÉTHUNE             ;346.417.711;6940
Daoust      ;Juliette  ;female;74;4/24/1950;166;60.2;45160;60 Rue Roussy                ;OLIVET              ;280.865.963;6941
Cliche      ;Jules     ;male  ;25;7/5/1998;173;64.6;89100;75 avenue de Bouvines        ;SENS                ;342.449.261;6942
Barrière    ;Henry     ;male  ;54;7/17/1969;174;73.8;78500;11 rue du Président Roosevelt;SARTROUVILLE        ;129.498.269;6943
Charbonneau ;Cécile    ;female;64;8/15/1959;163;60.2;60100;90 boulevard Bryas           ;CREIL               ;321.171.561;6944
Phaneuf     ;Maryse    ;female;24;9/19/1999;168;73.6;92360;88 Rue St Ferréol            ;MEUDON-LA-FORÊT     ;100.320.409;6945
Gosselin    ;Armina    ;female;45;12/3/1978;174;89;84200;82 rue Porte d'Orange        ;CARPENTRAS          ;449.675.485;6946
Sirois      ;Paien     ;male  ;19;1/10/2005;172;86.3;95400;40 rue Marguerite            ;VILLIERS-LE-BEL     ;139.619.896;6947
Paquin      ;Adèle     ;female;60;10/22/1963;161;94.5;69330;32 Rue St Ferréol            ;MEYZIEU             ;460.767.103;6948
Lauzier     ;Auguste   ;male  ;46;8/26/1977;183;87.6;94100;79 rue des Dunes             ;SAINT-MAUR-DES-FOSSÈ;156.140.282;6949
Sarrazin    ;Stéphane  ;male  ;80;4/25/1944;173;98.7;78300;85 rue de la Boétie          ;POISSY              ;111.584.153;6950
Leclerc     ;Mandel    ;male  ;42;5/31/1981;177;94.6;75016;68 rue La Boétie             ;PARIS               ;156.789.898;6951
Lafond      ;Edmee     ;female;45;6/10/1978;172;94;75011;91 Place de la Madeleine     ;PARIS               ;194.107.890;6952
Chastain    ;Fifine    ;female;41;4/8/1983;155;76.1;92800;26 rue de Penthièvre         ;PUTEAUX             ;161.730.605;6953
Boileau     ;Chandler  ;male  ;25;9/8/1998;182;61.3;59760;24 avenue Ferdinand de Lessep;GRANDE-SYNTHE       ;286.973.386;6954
Doyon       ;Fifi      ;female;44;9/5/1979;163;102.5;13002;94 rue Beauvau               ;MARSEILLE           ;413.529.568;6955
Lizotte     ;Saville   ;male  ;21;7/24/2002;187;72.4;39000;81 Rue Hubert de Lisle       ;LONS-LE-SAUNIER     ;354.740.620;6956
Boncoeur    ;Saville   ;male  ;31;3/15/1993;183;101.3;77270;99 place de Miremont         ;VILLEPARISIS        ;193.869.523;6957
Déziel      ;Florence  ;female;56;2/9/1968;158;93.7;93260;43 rue du Général Ailleret   ;LES LILAS           ;147.576.879;6958
Couture     ;Paige     ;female;24;6/7/1999;156;53.5;97450;68 avenue du Marechal Juin   ;SAINT-LOUIS         ;223.746.650;6959
Achin       ;Élodie    ;female;58;9/17/1965;157;91.1;91000;9 rue Charles Corbeau        ;ÉVRY                ;142.932.651;6960
Trottier    ;Valentine ;female;60;8/21/1963;154;57.8;56000;48 avenue de Provence        ;VANNES              ;240.080.265;6961
Bourgeois   ;Kari      ;female;22;8/9/2001;169;64.5;13014;12 boulevard de la Liberation;MARSEILLE           ;402.919.648;6962
Chauvet     ;Sibyla    ;female;44;11/26/1979;166;66.2;91170;23 rue Marguerite            ;VIRY-CHÂTILLON      ;157.151.235;6963
Chrétien    ;Ray       ;male  ;74;5/5/1950;166;91.9;38600;55 Boulevard de Normandie    ;FONTAINE            ;443.478.299;6964
L'Angelier  ;Honore    ;female;84;5/14/1940;152;54.5;19000;98 avenue Jean Portalis      ;TULLE               ;510.861.646;6965
Primeau     ;Saville   ;male  ;59;4/21/1965;173;97;92240;19 avenue Voltaire           ;MALAKOFF            ;141.862.989;6966
Noël        ;Victoire  ;female;74;5/18/1949;166;76.5;75003;41 rue Nationale             ;PARIS               ;148.196.320;6967
Bédard      ;Voleta    ;female;35;3/27/1989;159;72.3;93270;98 avenue de Bouvines        ;SEVRAN              ;181.571.613;6968
Bonsaint    ;Quennel   ;male  ;51;11/12/1972;172;72.3;27000;14 rue Charles Corbeau       ;ÉVREUX              ;285.960.316;6969
Roy         ;Bruno     ;male  ;64;1/12/1960;186;68.3;13006;48 cours Franklin Roosevelt  ;MARSEILLE           ;422.660.236;6970
Ailleboust  ;Eloise    ;female;36;7/6/1987;156;98.1;46000;31 Chemin Du Lavarin Sud     ;CAHORS              ;538.952.694;6971
Marquis     ;Parfait   ;male  ;81;6/15/1942;174;86.5;69002;64 rue de la République      ;LYON                ;472.246.128;6972
